客户ID,网龄(月),月费,总费用,是否有电话服务,是否有网络服务,是否有在线安全服务,是否有技术支持,是否有流媒体电视,合同类型,是否无纸化账单,支付方式,是否流失
CU0300,39,117.73411029518174,4591.6303015120875,0,0,1,0,0,两年付,1,信用卡,0
CU0301,39,92.75249007712266,3617.3471130077837,1,1,1,0,0,月付,0,电子支票,0
CU0302,5,102.97636248070566,514.8818124035283,1,0,0,1,0,年付,1,银行转账,0
CU0303,16,34.34182376353169,549.4691802165071,0,1,0,1,0,年付,0,邮寄支票,0
CU0304,67,58.87711074635316,3944.766420005662,0,0,0,1,0,年付,1,银行转账,0
CU0305,14,96.58114503194639,1352.1360304472496,1,1,0,1,0,月付,1,电子支票,0
CU0306,49,43.19556739092905,2116.5828021555235,1,0,1,1,0,两年付,1,银行转账,0
CU0307,54,113.19640688349608,6112.605971708788,0,1,1,0,1,月付,1,电子支票,1
CU0308,44,64.70475556955225,2847.009245060299,0,0,1,1,0,月付,1,电子支票,0
CU0309,26,106.93071133332599,2780.1984946664757,1,0,0,0,1,年付,1,银行转账,1
CU0310,30,47.041662564493066,1411.249876934792,1,1,1,1,0,年付,1,邮寄支票,0
CU0311,6,69.17859995578789,415.07159973472733,1,1,1,1,0,月付,0,邮寄支票,0
CU0312,53,67.5185659627061,3578.4839960234235,0,1,0,1,1,年付,1,银行转账,0
CU0313,14,78.79812298196535,1103.173721747515,0,0,0,1,1,两年付,0,信用卡,0
CU0314,51,109.52709311192677,5585.881748708265,0,0,1,1,1,月付,1,电子支票,0
CU0315,32,63.0706299147964,2018.2601572734848,1,0,0,1,0,两年付,1,邮寄支票,0
CU0316,71,53.80678719917609,3820.2818911415025,1,1,0,0,0,两年付,0,信用卡,0
CU0317,18,67.95061321505776,1223.1110378710396,0,0,1,1,0,年付,0,电子支票,0
CU0318,53,57.610229593297504,3053.3421684447676,1,0,0,1,1,年付,1,银行转账,0
CU0319,9,37.203877909673004,334.834901187057,0,1,1,0,1,月付,1,邮寄支票,0
CU0320,41,73.86339491119747,3028.399191359096,0,1,0,1,0,月付,1,邮寄支票,1
CU0321,26,60.119232373806625,1563.1000417189723,0,1,0,1,0,年付,0,电子支票,0
CU0322,67,32.63668683152896,2186.6580177124406,0,1,0,1,1,月付,1,电子支票,0
CU0323,25,106.78275081660108,2669.568770415027,1,0,1,0,0,月付,0,邮寄支票,1
CU0324,59,51.08599986490077,3014.0739920291453,1,0,0,0,1,月付,1,邮寄支票,0
CU0325,53,30.909543023332358,1638.205780236615,0,0,0,0,0,月付,1,信用卡,0
CU0326,67,87.08919453518438,5834.976033857353,1,1,0,0,0,月付,0,邮寄支票,0
CU0327,3,110.72372603909619,332.1711781172886,0,1,0,0,1,年付,0,信用卡,1
CU0328,28,32.46116863400781,908.9127217522188,0,0,1,1,0,年付,1,电子支票,1
CU0329,56,69.8917043852883,3913.935445576145,0,0,1,0,1,两年付,0,信用卡,0
CU0330,49,89.87368681851692,4403.810654107328,1,0,0,0,1,月付,1,邮寄支票,0
CU0331,29,47.101479989721554,1365.9429197019251,0,1,0,0,0,月付,0,电子支票,1
CU0332,49,62.863501749836615,3080.3115857419943,0,1,0,0,1,年付,1,信用卡,1
CU0333,29,98.60082997244373,2859.4240692008684,1,0,0,0,0,两年付,0,信用卡,0
CU0334,32,103.01005630845872,3296.321801870679,0,1,1,1,1,年付,1,电子支票,0
CU0335,46,27.1080005050962,1246.9680232344251,1,1,1,1,0,月付,1,信用卡,0
CU0336,10,61.64114431544175,616.4114431544175,0,0,1,1,0,年付,0,邮寄支票,0
CU0337,31,29.85137375456202,925.3925863914226,0,1,0,1,0,两年付,0,电子支票,0
CU0338,67,21.91008952690066,1467.9759983023441,0,1,0,1,0,月付,0,银行转账,0
CU0339,33,56.22108649543867,1855.295854349476,0,1,1,0,1,年付,0,电子支票,0
CU0340,5,24.92027031512413,124.60135157562065,1,0,0,1,0,两年付,1,电子支票,0
CU0341,43,107.54702369371307,4624.522018829663,0,1,0,0,1,年付,0,银行转账,0
CU0342,43,115.8177278131136,4980.162295963885,1,0,0,1,0,年付,0,银行转账,1
CU0343,35,39.46828402842024,1381.3899409947085,0,1,1,1,1,年付,0,信用卡,0
CU0344,29,99.06304666389869,2872.828353253062,0,0,0,0,0,月付,0,银行转账,1
CU0345,53,72.57058862631135,3846.2411971945016,0,0,1,0,0,两年付,0,电子支票,0
CU0346,41,26.138782784048004,1071.6900941459683,0,1,1,0,1,年付,1,邮寄支票,1
CU0347,60,115.45925269509009,6927.555161705405,0,1,0,0,0,月付,1,银行转账,0
CU0348,7,46.446622325660826,325.1263562796258,1,1,1,1,1,两年付,0,信用卡,0
CU0349,46,111.50909783748571,5129.418500524343,0,1,0,0,1,月付,0,银行转账,1
CU0350,1,105.74530766343548,105.74530766343548,0,1,1,1,1,年付,1,银行转账,0
CU0351,27,98.94519119507434,2671.5201622670074,1,1,1,0,0,月付,0,银行转账,1
CU0352,21,109.94966026820627,2308.9428656323316,0,1,1,1,1,月付,1,邮寄支票,1
CU0353,53,34.17468764861083,1811.2584453763739,1,0,0,0,1,月付,1,信用卡,1
CU0354,6,116.7734182741687,700.6405096450122,1,1,1,0,1,月付,0,电子支票,0
CU0355,25,47.540843234487795,1188.5210808621948,1,1,0,1,1,两年付,0,银行转账,0
CU0356,67,68.5251328161999,4591.183898685394,1,1,0,1,1,月付,0,信用卡,0
CU0357,23,102.12156807375796,2348.796065696433,1,0,0,1,1,两年付,1,信用卡,0
CU0358,61,46.39975101666107,2830.384812016325,0,1,0,0,1,月付,0,银行转账,1
CU0359,4,118.9089791391151,475.6359165564604,1,1,0,1,1,两年付,0,银行转账,1
CU0360,26,114.431442411486,2975.217502698636,1,0,0,0,0,年付,1,信用卡,0
CU0361,63,77.06322821076591,4854.983377278252,0,0,1,0,1,月付,1,信用卡,0
CU0362,66,85.14583206991976,5619.6249166147045,0,0,1,1,0,年付,0,邮寄支票,1
CU0363,55,44.29561808966463,2436.2589949315548,0,0,1,0,0,两年付,0,信用卡,0
CU0364,40,90.03829855714584,3601.5319422858333,0,0,0,1,0,两年付,1,邮寄支票,0
CU0365,33,44.795410637447006,1478.2485510357512,0,1,1,1,0,年付,0,信用卡,0
CU0366,63,119.74558464799814,7543.971832823883,1,1,0,0,0,两年付,0,银行转账,0
CU0367,9,75.69224146786995,681.2301732108295,0,0,1,1,1,月付,1,电子支票,0
CU0368,70,77.7149844314783,5440.048910203481,0,1,0,0,0,两年付,1,信用卡,0
CU0369,71,88.63423896427604,6293.030966463599,1,0,0,0,0,年付,0,邮寄支票,0
CU0370,61,78.89784929818583,4812.768807189335,0,0,0,1,1,月付,1,信用卡,1
CU0371,30,26.575098345501484,797.2529503650445,1,1,0,1,0,月付,0,信用卡,0
CU0372,46,110.11157623227366,5065.132506684588,0,0,0,1,0,年付,0,电子支票,0
CU0373,2,113.10022275107015,226.2004455021403,0,1,1,0,0,月付,0,银行转账,1
CU0374,24,113.59604667498573,2726.3051201996577,0,1,0,1,1,月付,0,邮寄支票,1
CU0375,40,90.24433842963397,3609.7735371853587,0,0,1,0,1,两年付,1,信用卡,0
CU0376,55,50.62387491305088,2784.3131202177983,1,0,0,0,1,两年付,0,信用卡,0
CU0377,43,89.92564303647836,3866.80265056857,1,1,0,1,0,年付,0,银行转账,0
CU0378,29,109.43144569051526,3173.5119250249427,0,0,0,0,1,月付,1,邮寄支票,1
CU0379,66,109.89155649633706,7252.842728758246,1,1,0,1,1,两年付,0,信用卡,0
CU0380,59,118.38344068981213,6984.623000698916,0,0,0,0,0,两年付,1,银行转账,0
CU0381,5,100.85920880930362,504.2960440465181,1,0,1,1,1,年付,1,电子支票,0
CU0382,28,45.373554636939254,1270.459529834299,1,1,0,0,0,年付,1,信用卡,0
CU0383,48,98.76412466200557,4740.677983776268,0,0,1,0,0,年付,0,银行转账,0
CU0384,44,25.054558284337816,1102.400564510864,1,0,1,1,1,两年付,0,银行转账,0
CU0385,4,49.147641956035585,196.59056782414234,1,0,1,1,0,年付,0,电子支票,0
CU0386,3,32.05676630334719,96.17029891004157,1,0,1,1,0,年付,0,邮寄支票,0
CU0387,32,116.34660087566553,3723.091228021297,0,1,1,1,1,月付,0,信用卡,0
CU0388,56,107.51041814918078,6020.583416354124,0,0,1,1,0,两年付,0,信用卡,0
CU0389,15,33.19393437583628,497.90901563754414,0,1,1,0,1,两年付,0,电子支票,0
CU0390,44,103.67059219742913,4561.5060566868815,0,1,0,0,1,年付,1,信用卡,0
CU0391,68,20.522265156020772,1395.5140306094124,0,0,1,0,1,年付,0,信用卡,0
CU0392,40,84.59223429407818,3383.6893717631274,1,1,1,0,1,两年付,1,信用卡,0
CU0393,21,110.65958302697868,2323.8512435665525,1,0,0,0,0,两年付,0,邮寄支票,0
CU0394,64,44.29698898006356,2835.007294724068,0,1,1,1,0,月付,1,信用卡,0
CU0395,3,46.37792832211071,139.13378496633214,0,0,0,0,0,两年付,0,信用卡,0
CU0396,34,24.083312285892703,818.8326177203519,1,0,0,1,1,年付,1,银行转账,0
CU0397,62,104.90232459355937,6503.944124800681,1,1,1,0,0,月付,1,邮寄支票,0
CU0398,65,69.78630341760315,4536.109722144205,0,0,0,0,1,年付,0,电子支票,0
CU0399,21,98.29054878310616,2064.101524445229,1,1,0,0,1,两年付,0,信用卡,0
CU0400,23,24.046792688643652,553.076231838804,0,0,0,1,0,月付,0,信用卡,1
CU0401,48,22.094456440058245,1060.5339091227956,1,1,0,1,0,月付,1,电子支票,0
CU0402,18,43.54277362720596,783.7699252897073,1,1,0,0,0,年付,1,电子支票,0
CU0403,71,67.34846529399016,4781.741035873301,0,1,0,1,1,两年付,0,电子支票,0
CU0404,30,113.11562671882766,3393.46880156483,0,1,1,1,0,年付,1,电子支票,0
CU0405,22,115.4673030240893,2540.2806665299645,1,1,1,1,0,两年付,1,信用卡,0
CU0406,56,53.81189438522748,3013.466085572739,1,0,1,1,0,月付,1,电子支票,0
CU0407,20,50.00562840451112,1000.1125680902225,0,0,0,1,0,两年付,0,银行转账,1
CU0408,54,41.620568630843586,2247.5107060655537,1,1,1,0,0,年付,1,邮寄支票,0
CU0409,1,62.6548185736976,62.6548185736976,0,1,0,0,1,年付,1,邮寄支票,1
CU0410,30,83.25905612427331,2497.7716837281996,0,1,0,0,1,月付,0,信用卡,0
CU0411,31,64.57367825700564,2001.7840259671748,1,1,0,0,0,年付,1,邮寄支票,0
CU0412,56,81.84508958092154,4583.325016531606,1,0,0,0,1,月付,0,信用卡,0
CU0413,21,103.26651347358725,2168.5967829453325,0,1,0,1,0,年付,1,邮寄支票,0
CU0414,53,90.71917384859664,4808.116213975622,0,1,1,1,1,两年付,0,银行转账,0
CU0415,1,33.928405347766194,33.928405347766194,1,1,1,0,1,两年付,1,银行转账,0
CU0416,55,55.28326957866773,3040.579826826725,0,1,0,0,1,年付,1,信用卡,0
CU0417,43,85.93075792036211,3695.0225905755706,0,1,0,0,1,月付,1,银行转账,0
CU0418,61,43.611568140055354,2660.3056565433767,0,1,1,0,1,年付,0,信用卡,0
CU0419,9,79.86198687858217,718.7578819072396,0,0,1,1,0,年付,0,信用卡,0
CU0420,26,62.38821363154518,1622.0935544201745,1,1,1,1,0,两年付,0,银行转账,0
CU0421,2,95.96385165435517,191.92770330871033,1,1,0,1,0,年付,1,信用卡,1
CU0422,13,105.58059294510937,1372.5477082864218,1,0,0,0,0,两年付,0,银行转账,1
CU0423,69,87.0225459880033,6004.555673172228,0,0,1,0,1,月付,1,银行转账,0
CU0424,11,36.62423195350871,402.86655148859586,0,1,0,1,0,月付,0,邮寄支票,0
CU0425,50,76.58650379544052,3829.325189772026,1,0,1,1,1,月付,1,信用卡,0
CU0426,58,68.75777986506493,3987.951232173766,1,0,0,0,1,年付,1,银行转账,0
CU0427,18,89.74481801516642,1615.4067242729955,0,0,1,1,0,月付,1,电子支票,0
CU0428,10,42.372486836760096,423.72486836760095,0,0,1,0,1,月付,0,银行转账,1
CU0429,26,33.01567509519437,858.4075524750535,1,0,1,1,1,两年付,1,电子支票,1
CU0430,5,110.55166960370889,552.7583480185444,0,1,0,0,0,两年付,0,信用卡,0
CU0431,64,52.12980125501604,3336.3072803210266,0,0,1,1,1,两年付,1,邮寄支票,0
CU0432,70,87.97908861473299,6158.536203031309,0,1,0,1,1,两年付,1,银行转账,1
CU0433,1,58.68672868262203,58.68672868262203,0,0,0,1,1,月付,1,信用卡,0
CU0434,21,77.93386409536024,1636.611146002565,1,1,0,1,0,两年付,1,信用卡,0
CU0435,8,30.697621898871734,245.58097519097387,1,0,1,0,0,月付,0,信用卡,0
CU0436,10,31.927544772878704,319.27544772878707,0,1,1,1,1,两年付,1,邮寄支票,0
CU0437,18,22.19181145322789,399.452606158102,0,0,1,1,0,月付,0,电子支票,1
CU0438,53,35.01969666617783,1856.0439233074248,1,0,0,0,1,年付,0,信用卡,1
CU0439,38,39.31619285136438,1494.0153283518464,1,0,0,0,1,两年付,0,电子支票,0
CU0440,2,94.64303922382312,189.28607844764625,1,1,0,0,0,年付,1,电子支票,1
CU0441,65,72.10135201755884,4686.587881141324,0,0,0,1,0,两年付,0,邮寄支票,0
CU0442,42,101.9904502751994,4283.598911558374,1,1,1,1,1,年付,1,邮寄支票,0
CU0443,32,104.20906981327579,3334.6902340248253,0,1,1,0,0,两年付,0,邮寄支票,0
CU0444,59,85.4819880565895,5043.43729533878,1,1,1,1,0,月付,0,电子支票,1
CU0445,31,63.66501850793827,1973.6155737460863,1,1,1,1,0,月付,1,信用卡,0
CU0446,20,110.59547269118603,2211.9094538237205,0,1,0,1,1,年付,0,银行转账,1
CU0447,66,91.60936435430222,6046.218047383946,0,1,1,0,1,两年付,0,电子支票,1
CU0448,46,73.71785638822652,3391.02139385842,0,0,1,1,0,年付,1,邮寄支票,0
CU0449,64,61.41520391136052,3930.5730503270734,0,1,1,1,1,年付,1,信用卡,0
CU0450,70,71.85480724299418,5029.836507009593,1,1,0,0,1,年付,1,电子支票,0
CU0451,61,98.18180785919249,5989.0902794107415,1,1,0,0,0,年付,1,银行转账,1
CU0452,37,95.16092738614557,3520.9543132873864,1,0,0,0,1,两年付,1,信用卡,1
CU0453,1,117.2394730942221,117.2394730942221,0,0,1,1,0,月付,0,银行转账,0
CU0454,14,99.79686696772146,1397.1561375481003,0,0,0,0,1,月付,0,邮寄支票,0
CU0455,19,98.67972413319887,1874.9147585307787,1,1,1,1,1,年付,1,邮寄支票,0
CU0456,17,44.76185575961366,760.9515479134323,1,0,0,0,0,月付,0,信用卡,0
CU0457,2,64.4127656907951,128.8255313815902,0,0,1,1,0,两年付,0,邮寄支票,0
CU0458,59,79.23444503704951,4674.832257185921,0,1,1,0,1,月付,1,信用卡,0
CU0459,69,90.09701767229942,6216.69421938866,0,1,0,1,1,月付,1,银行转账,1
CU0460,22,47.64163589881251,1048.1159897738753,1,0,1,0,0,年付,1,邮寄支票,0
CU0461,29,68.2586769326933,1979.5016310481058,1,0,0,0,0,年付,0,银行转账,0
CU0462,15,114.9560553493498,1724.340830240247,0,0,0,0,0,两年付,0,信用卡,0
CU0463,31,95.51884617378181,2961.0842313872363,1,0,1,1,0,月付,0,邮寄支票,1
CU0464,1,118.58161780658645,118.58161780658645,1,0,0,1,0,年付,0,电子支票,0
CU0465,13,105.98059922115121,1377.7477898749657,1,1,1,1,0,月付,1,银行转账,1
CU0466,18,91.85828615255713,1653.4491507460284,1,0,0,0,0,月付,0,电子支票,0
CU0467,56,47.69287154575839,2670.80080656247,1,0,1,1,1,年付,1,电子支票,0
CU0468,46,115.768365075995,5325.34479349577,1,1,0,0,0,两年付,0,信用卡,0
CU0469,22,22.436411321362996,493.60104906998595,1,1,1,0,0,两年付,0,电子支票,0
CU0470,28,28.565521053454184,799.8345894967172,0,0,0,0,0,月付,0,邮寄支票,0
CU0471,23,101.39072716353549,2331.986724761316,1,0,0,0,1,年付,0,邮寄支票,0
CU0472,1,91.26710743578168,91.26710743578168,0,0,0,1,1,年付,0,信用卡,0
CU0473,41,62.86156099348128,2577.324000732732,1,0,0,0,1,两年付,1,电子支票,0
CU0474,18,116.59483110457285,2098.7069598823114,0,1,1,0,0,两年付,0,信用卡,1
CU0475,21,72.80978502324892,1529.0054854882274,1,0,0,1,0,年付,1,信用卡,0
CU0476,41,85.03095248497894,3486.2690518841364,1,1,1,1,0,年付,0,银行转账,1
CU0477,5,46.58953654175396,232.94768270876978,1,0,1,1,1,两年付,1,银行转账,0
CU0478,48,91.78134251691722,4405.504440812027,0,0,1,1,0,月付,0,银行转账,1
CU0479,50,78.92842476146535,3946.4212380732674,1,1,1,0,1,月付,1,银行转账,0
CU0480,41,38.23156748960679,1567.4942670738783,1,0,0,1,1,年付,1,信用卡,0
CU0481,8,47.94156705429014,383.5325364343211,0,0,1,0,1,月付,1,信用卡,0
CU0482,13,57.47358758309778,747.1566385802712,0,0,1,1,1,年付,0,电子支票,0
CU0483,30,52.826352706618614,1584.7905811985584,0,0,1,0,0,月付,0,电子支票,0
CU0484,20,74.36878932175793,1487.3757864351587,0,0,0,1,1,月付,0,电子支票,0
CU0485,67,46.78581002843264,3134.649271904987,0,0,1,1,1,两年付,1,电子支票,0
CU0486,56,112.95152408728278,6325.285348887835,1,0,1,0,1,年付,0,信用卡,0
CU0487,52,116.86470068171971,6076.964435449425,1,0,1,1,0,年付,1,信用卡,0
CU0488,34,117.50217062710993,3995.073801321738,0,0,0,1,1,月付,0,银行转账,0
CU0489,53,64.99559726720847,3444.7666551620487,1,1,0,0,0,年付,1,邮寄支票,0
CU0490,29,98.33472495020852,2851.7070235560473,1,0,0,0,1,年付,1,电子支票,1
CU0491,5,118.28031193636635,591.4015596818317,0,1,1,0,0,月付,0,信用卡,1
CU0492,53,27.409032920585734,1452.678744791044,1,1,0,0,0,两年付,1,电子支票,0
CU0493,43,62.311847458278265,2679.4094407059656,0,0,0,1,0,月付,1,邮寄支票,0
CU0494,26,113.77193217152183,2958.0702364595672,1,1,0,0,0,两年付,0,银行转账,1
CU0495,12,64.50966907460634,774.116028895276,1,1,0,0,1,两年付,1,银行转账,0
CU0496,26,25.346436556593137,659.0073504714215,1,0,1,1,0,月付,0,信用卡,1
CU0497,22,72.87120032484714,1603.166407146637,0,0,1,0,0,月付,1,银行转账,0
CU0498,56,105.72261679524047,5920.466540533466,1,0,0,0,0,月付,0,电子支票,0
CU0499,42,46.073992388728364,1935.1076803265912,0,1,0,1,0,年付,0,邮寄支票,0
CU0500,29,29.612304795810054,858.7568390784916,0,0,0,0,1,年付,1,电子支票,0
CU0501,35,51.246306032352656,1793.6207111323429,0,1,0,1,0,月付,1,电子支票,0
CU0502,34,61.55511546097815,2092.873925673257,1,1,0,0,1,两年付,1,信用卡,0
CU0503,69,41.3019491311897,2849.834490052089,1,1,0,1,1,月付,1,邮寄支票,0
CU0504,37,72.79041658503951,2693.2454136464617,1,1,1,0,1,月付,0,电子支票,0
CU0505,59,93.52593556738559,5518.03019847575,0,0,1,1,1,月付,1,银行转账,1
CU0506,62,116.63020926505628,7231.072974433489,0,1,0,0,1,两年付,0,电子支票,0
CU0507,13,53.93965830051342,701.2155579066745,1,1,1,1,0,年付,1,银行转账,0
CU0508,47,24.13407811159815,1134.301671245113,1,1,0,0,1,年付,1,邮寄支票,0
CU0509,13,117.02458312757858,1521.3195806585215,1,1,1,0,1,月付,1,信用卡,1
CU0510,65,86.9819095500223,5653.824120751449,0,0,0,0,1,月付,1,邮寄支票,0
CU0511,62,48.61311728602504,3014.0132717335523,1,1,0,0,0,月付,1,电子支票,0
CU0512,35,101.22735918746713,3542.9575715613496,0,1,1,0,0,月付,0,电子支票,0
CU0513,34,40.25564881983798,1368.6920598744914,1,1,1,0,0,两年付,1,信用卡,0
CU0514,4,63.56757301904979,254.27029207619915,0,0,0,0,0,年付,0,电子支票,0
CU0515,63,107.49245957149623,6772.024953004262,1,1,1,1,0,两年付,1,电子支票,0
CU0516,33,115.79452363065641,3821.2192798116616,1,1,1,0,1,年付,0,邮寄支票,0
CU0517,46,60.34198435034655,2775.7312801159414,1,0,0,0,0,两年付,0,电子支票,0
CU0518,10,76.05505253573952,760.5505253573951,0,0,0,1,1,年付,0,邮寄支票,0
CU0519,13,46.253740273103986,601.2986235503519,0,1,0,0,1,月付,0,银行转账,0
CU0520,57,36.79409705818533,2097.2635323165637,1,0,1,1,0,两年付,1,信用卡,0
CU0521,28,51.93040015484826,1454.0512043357512,0,1,1,0,1,月付,1,信用卡,0
CU0522,61,28.262778222120982,1724.0294715493799,0,0,0,1,1,两年付,0,邮寄支票,0
CU0523,18,52.436498833509695,943.8569790031745,0,1,0,1,0,月付,1,银行转账,0
CU0524,13,114.97058228469187,1494.6175697009944,1,1,0,0,1,年付,0,银行转账,1
CU0525,35,46.76936938195974,1636.927928368591,1,0,0,0,1,月付,1,电子支票,0
CU0526,30,90.91249488703454,2727.3748466110364,1,0,1,1,1,月付,1,邮寄支票,0
CU0527,44,80.18657026797358,3528.2090917908376,1,1,0,1,1,两年付,1,信用卡,0
CU0528,29,94.74928767353873,2747.7293425326234,0,1,1,1,1,年付,0,邮寄支票,0
CU0529,54,77.92103315865577,4207.735790567412,0,1,0,0,0,月付,0,邮寄支票,1
CU0530,24,86.13620317300133,2067.268876152032,1,0,0,1,1,两年付,0,电子支票,0
CU0531,67,73.29797861117846,4910.964566948957,0,1,1,0,0,两年付,0,信用卡,0
CU0532,37,22.383382583862247,828.1851556029031,0,1,0,1,0,年付,1,银行转账,0
CU0533,51,72.88233844644046,3716.9992607684635,0,1,1,1,0,年付,1,邮寄支票,0
CU0534,10,41.856115391942325,418.56115391942325,0,1,0,0,1,月付,1,信用卡,1
CU0535,1,65.94184880479665,65.94184880479665,0,0,1,1,0,月付,1,信用卡,1
CU0536,67,76.52974857512336,5127.493154533266,0,0,0,0,0,两年付,1,银行转账,0
CU0537,33,39.51718755552546,1304.0671893323401,0,0,0,1,1,两年付,0,电子支票,0
CU0538,66,20.90447254014412,1379.6951876495118,0,1,1,1,1,年付,0,电子支票,0
CU0539,54,70.70776393999199,3818.2192527595676,1,0,1,0,1,月付,1,银行转账,1
CU0540,50,101.95786579369488,5097.893289684744,0,0,1,0,0,月付,1,银行转账,1
CU0541,29,32.04227257219017,929.225904593515,1,0,0,0,0,两年付,0,邮寄支票,0
CU0542,17,88.69612216675142,1507.8340768347741,1,0,0,1,0,两年付,0,邮寄支票,1
CU0543,33,62.05209466448786,2047.7191239280994,1,1,1,0,1,月付,0,电子支票,0
CU0544,21,113.3695467635847,2380.7604820352785,1,1,1,1,1,两年付,1,邮寄支票,0
CU0545,56,103.72750855655045,5808.740479166825,0,1,0,0,0,两年付,1,邮寄支票,1
CU0546,43,36.90258423823666,1586.8111222441764,1,1,0,1,1,月付,0,电子支票,1
CU0547,43,106.65968377558625,4586.366402350209,0,0,1,0,0,两年付,1,电子支票,1
CU0548,19,86.92946889686266,1651.6599090403906,1,1,1,0,0,月付,1,银行转账,1
CU0549,59,94.65278958092897,5584.514585274809,0,1,1,1,1,两年付,1,信用卡,0
CU0550,15,106.31498136207038,1594.7247204310559,0,0,0,0,1,月付,1,银行转账,1
CU0551,48,112.76466475341778,5412.703908164053,0,1,1,0,0,年付,1,电子支票,1
CU0552,71,37.94696610798914,2694.234593667229,0,1,1,0,1,月付,1,邮寄支票,0
CU0553,62,41.45174524885489,2570.0082054290033,0,1,1,0,0,年付,1,邮寄支票,0
CU0554,16,22.893971523842797,366.30354438148476,0,1,0,0,0,两年付,1,银行转账,0
CU0555,61,90.11298273023247,5496.891946544181,0,1,1,1,1,年付,0,信用卡,0
