用户ID,实验分组,年龄段,性别,设备类型,页面停留时间(秒),是否转化,点击次数
AB00421,A组(对照组),18-24,男,Android,80.71221311452345,0,8
AB00422,A组(对照组),35-44,男,Android,30.322357703965633,0,4
AB00423,A组(对照组),45+,女,Android,71.60848909882455,0,1
AB00424,A组(对照组),18-24,女,Android,31.68625439399421,0,4
AB00425,A组(对照组),45+,男,PC,49.690091383439814,0,2
AB00426,A组(对照组),45+,女,iOS,16.48305374410932,0,3
AB00427,B组(实验组),18-24,男,iOS,21.67146248705858,0,6
AB00428,A组(对照组),18-24,女,PC,6.864619528382818,0,2
AB00429,A组(对照组),35-44,男,PC,68.59275644462134,0,5
AB00430,B组(实验组),18-24,男,Android,72.95881960878333,0,6
AB00431,B组(实验组),35-44,女,iOS,40.30157909636327,0,3
AB00432,A组(对照组),45+,女,PC,21.558972837091467,0,7
AB00433,B组(实验组),45+,女,iOS,133.69280171964962,0,6
AB00434,B组(实验组),45+,女,Android,548.1513728114828,1,5
AB00435,B组(实验组),18-24,女,Android,65.32612062207586,0,9
AB00436,B组(实验组),18-24,女,PC,61.993622968317716,0,6
AB00437,A组(对照组),35-44,女,PC,95.88199967426505,1,5
AB00438,A组(对照组),35-44,男,iOS,26.307809652905238,0,1
AB00439,B组(实验组),35-44,女,iOS,8.628739833511542,0,4
AB00440,A组(对照组),18-24,女,Android,68.35218053078708,0,4
AB00441,A组(对照组),45+,女,Android,39.44276931953881,0,7
AB00442,A组(对照组),35-44,女,PC,36.77258036421662,0,11
AB00443,B组(实验组),25-34,女,Android,171.30131992850806,0,6
AB00444,B组(实验组),18-24,男,Android,30.843406219394236,0,1
AB00445,A组(对照组),45+,男,PC,26.320036153650587,0,2
AB00446,A组(对照组),35-44,男,iOS,38.07942109605838,0,5
AB00447,B组(实验组),35-44,女,Android,76.55351922103277,1,4
AB00448,A组(对照组),45+,女,Android,78.41650807532186,0,4
AB00449,A组(对照组),25-34,男,iOS,50.12963249983669,1,4
AB00450,A组(对照组),25-34,男,Android,38.555290511188396,0,2
AB00451,A组(对照组),25-34,女,Android,242.67057866067748,0,3
AB00452,A组(对照组),45+,男,iOS,14.084142172750049,0,4
AB00453,B组(实验组),35-44,女,Android,34.20395296871426,0,3
AB00454,B组(实验组),45+,男,iOS,1.4704116160916774,0,1
AB00455,B组(实验组),35-44,男,Android,28.176678470215634,0,8
AB00456,A组(对照组),35-44,女,iOS,9.002482666302512,0,4
AB00457,A组(对照组),45+,女,iOS,0.8298613015337921,0,6
AB00458,A组(对照组),45+,男,iOS,34.441935107852494,0,4
AB00459,A组(对照组),45+,女,PC,136.44529012571564,0,3
AB00460,A组(对照组),18-24,男,iOS,15.380764137659419,0,4
AB00461,A组(对照组),35-44,女,Android,11.558372603521988,0,7
AB00462,A组(对照组),45+,女,iOS,130.62770246943097,0,4
AB00463,B组(实验组),35-44,男,PC,4.841667478461213,0,3
AB00464,B组(实验组),45+,男,PC,46.84942384560673,0,4
AB00465,B组(实验组),18-24,男,iOS,1.7581353372696575,0,8
AB00466,A组(对照组),25-34,男,iOS,80.33087581055662,0,4
AB00467,A组(对照组),45+,男,PC,43.56724691448,0,1
AB00468,B组(实验组),25-34,男,PC,7.427583945906077,1,6
AB00469,A组(对照组),18-24,女,Android,20.96102212963593,0,10
AB00470,B组(实验组),25-34,男,Android,29.318395177575276,0,5
AB00471,A组(对照组),25-34,女,Android,22.38942339118175,0,3
AB00472,A组(对照组),25-34,女,iOS,14.634404457233668,0,6
AB00473,B组(实验组),25-34,女,iOS,30.21239506570596,0,6
AB00474,A组(对照组),18-24,男,Android,126.61376017251959,0,6
AB00475,B组(实验组),35-44,女,iOS,15.2048562171349,0,9
AB00476,A组(对照组),35-44,男,iOS,34.256574333603936,0,6
AB00477,B组(实验组),18-24,女,PC,78.65127815366844,0,3
AB00478,A组(对照组),35-44,女,Android,131.9841595633515,0,5
AB00479,B组(实验组),35-44,女,PC,15.258416790211113,1,7
AB00480,B组(实验组),35-44,女,Android,142.67487089414243,0,4
AB00481,A组(对照组),18-24,男,PC,138.79997149956745,0,5
AB00482,B组(实验组),18-24,女,PC,12.188664197430667,0,2
AB00483,B组(实验组),35-44,男,iOS,9.495297034896852,0,4
AB00484,A组(对照组),25-34,男,PC,79.5644664207871,0,3
AB00485,B组(实验组),18-24,女,Android,5.368082182787148,0,5
AB00486,B组(实验组),25-34,男,PC,21.943393662033582,0,2
AB00487,A组(对照组),25-34,男,PC,21.247922384956613,1,7
AB00488,B组(实验组),18-24,男,iOS,155.33972239018664,0,7
AB00489,B组(实验组),18-24,男,Android,43.735084497244024,0,5
AB00490,A组(对照组),25-34,女,PC,94.1154295847316,0,6
AB00491,A组(对照组),45+,男,iOS,15.892531758865426,0,6
AB00492,B组(实验组),35-44,男,Android,56.0495710735979,0,3
AB00493,A组(对照组),45+,男,Android,174.12000927453988,1,10
AB00494,A组(对照组),35-44,男,iOS,86.55072800629964,0,5
AB00495,B组(实验组),25-34,男,Android,79.73565128724184,0,5
AB00496,A组(对照组),25-34,男,iOS,21.73013222602745,0,4
AB00497,A组(对照组),25-34,女,Android,26.75365738011499,0,7
AB00498,A组(对照组),35-44,女,Android,24.878451525334164,1,4
AB00499,B组(实验组),35-44,男,Android,62.90385561869733,0,6
AB00500,B组(实验组),25-34,男,PC,178.53552724814452,0,9
AB00501,B组(实验组),25-34,女,Android,0.32360103048878425,0,4
AB00502,A组(对照组),25-34,女,Android,18.607297343890124,0,4
AB00503,A组(对照组),18-24,男,iOS,14.26917470611319,1,7
AB00504,B组(实验组),45+,女,Android,17.68055687586111,0,7
AB00505,A组(对照组),45+,女,PC,52.09286800653358,0,9
AB00506,A组(对照组),25-34,男,PC,129.3453622061498,0,4
AB00507,A组(对照组),25-34,男,PC,100.4276546712364,0,6
AB00508,A组(对照组),35-44,女,iOS,100.75282645716854,0,5
AB00509,A组(对照组),18-24,女,Android,25.779637439975676,0,7
AB00510,A组(对照组),45+,男,PC,92.15487013852945,0,6
AB00511,A组(对照组),45+,男,Android,10.896630107219394,0,5
AB00512,B组(实验组),25-34,男,PC,50.452671075796836,0,4
AB00513,A组(对照组),35-44,女,PC,34.54924018017315,1,4
AB00514,B组(实验组),45+,女,PC,62.98388755050454,0,3
AB00515,A组(对照组),25-34,女,Android,81.03145870235737,0,4
AB00516,A组(对照组),35-44,男,iOS,79.99304340202254,0,3
AB00517,B组(实验组),18-24,女,PC,46.54139511500966,0,5
AB00518,B组(实验组),45+,女,PC,12.201042147099008,0,4
AB00519,A组(对照组),45+,女,PC,288.22253181652326,0,7
AB00520,B组(实验组),45+,女,iOS,0.7938689806936966,0,6
AB00521,A组(对照组),25-34,男,PC,58.479280442726925,0,7
AB00522,A组(对照组),45+,女,Android,167.60168680708193,1,5
AB00523,B组(实验组),45+,男,iOS,11.716692294477935,0,5
AB00524,A组(对照组),25-34,男,iOS,135.21303720303862,0,6
AB00525,A组(对照组),45+,男,Android,130.6800055922885,0,5
AB00526,B组(实验组),25-34,女,iOS,32.56098907113033,0,6
AB00527,A组(对照组),25-34,女,iOS,5.244002813429537,0,5
AB00528,A组(对照组),45+,男,Android,62.47445588539648,0,5
AB00529,B组(实验组),45+,男,Android,27.872228051021736,0,11
AB00530,A组(对照组),18-24,女,PC,29.07296583980535,0,5
AB00531,A组(对照组),25-34,女,PC,41.22653897428173,0,2
AB00532,A组(对照组),45+,男,PC,45.141900715212785,0,9
AB00533,A组(对照组),35-44,男,PC,195.7888885901564,0,12
AB00534,A组(对照组),18-24,女,PC,60.48416814282007,0,9
AB00535,A组(对照组),45+,女,iOS,15.119367337391887,0,7
AB00536,B组(实验组),25-34,男,iOS,16.22059603682407,0,6
AB00537,A组(对照组),35-44,女,iOS,51.1293088588788,0,5
AB00538,A组(对照组),45+,女,PC,405.8720147014095,1,3
AB00539,B组(实验组),18-24,男,iOS,70.3428259825736,0,5
AB00540,B组(实验组),35-44,男,PC,20.172804315668074,0,9
AB00541,B组(实验组),45+,女,PC,157.3711278221861,0,3
AB00542,B组(实验组),25-34,男,PC,131.2444616632285,0,9
AB00543,A组(对照组),35-44,女,Android,38.1501169441314,0,4
AB00544,B组(实验组),18-24,男,Android,32.8518996001131,0,1
AB00545,A组(对照组),35-44,男,Android,8.235409539232757,0,3
AB00546,B组(实验组),35-44,男,Android,12.375754830014728,0,5
AB00547,A组(对照组),45+,女,PC,10.005058580163052,0,1
AB00548,B组(实验组),45+,男,PC,133.99394746412545,0,7
AB00549,B组(实验组),35-44,女,iOS,96.30881866519073,0,2
AB00550,B组(实验组),45+,女,Android,20.94147220986496,0,9
AB00551,B组(实验组),25-34,男,Android,173.69507731211135,0,7
AB00552,A组(对照组),45+,男,PC,33.348153165093144,0,8
AB00553,B组(实验组),25-34,男,iOS,203.01147438891545,0,3
AB00554,A组(对照组),18-24,男,PC,47.389366774346584,0,6
AB00555,A组(对照组),45+,女,Android,21.909017466717348,0,1
AB00556,A组(对照组),18-24,女,PC,206.08999375807332,0,7
AB00557,B组(实验组),45+,男,iOS,46.311412754803264,0,4
AB00558,A组(对照组),35-44,男,iOS,4.69548043733135,0,8
AB00559,A组(对照组),45+,女,Android,18.98951832812941,0,3
AB00560,B组(实验组),25-34,女,PC,60.40942548664121,0,3
AB00561,A组(对照组),45+,女,PC,72.11279247966117,0,2
AB00562,A组(对照组),45+,女,Android,68.19676397505096,0,3
AB00563,A组(对照组),35-44,男,iOS,45.733253689568116,0,5
AB00564,A组(对照组),45+,女,PC,149.60508939965717,0,5
AB00565,B组(实验组),45+,男,PC,13.011467472352933,0,7
AB00566,A组(对照组),25-34,男,Android,17.955455858196572,0,7
AB00567,B组(实验组),35-44,女,iOS,55.51845743900096,0,4
AB00568,B组(实验组),25-34,男,Android,241.32399608704426,0,3
AB00569,B组(实验组),25-34,男,Android,63.892868825048225,0,2
AB00570,B组(实验组),45+,女,Android,2.061457449010353,1,6
AB00571,B组(实验组),25-34,女,iOS,24.154701387759605,0,4
AB00572,B组(实验组),45+,男,Android,9.552047444269236,0,2
AB00573,A组(对照组),35-44,男,iOS,21.06139816345201,0,5
AB00574,A组(对照组),25-34,女,Android,198.51491012984144,0,13
AB00575,A组(对照组),18-24,男,Android,20.022021695764614,0,7
AB00576,B组(实验组),35-44,女,PC,16.957251894641754,0,5
AB00577,A组(对照组),25-34,男,iOS,79.00169482448653,0,1
AB00578,A组(对照组),35-44,女,Android,62.32620364974285,0,5
AB00579,A组(对照组),45+,女,iOS,86.34626280271063,0,3
AB00580,A组(对照组),25-34,女,PC,5.928487866456812,0,4
AB00581,B组(实验组),25-34,女,PC,35.42767533583374,0,6
AB00582,A组(对照组),25-34,男,iOS,128.1749923130041,0,4
AB00583,A组(对照组),45+,男,PC,46.36237706938061,0,7
AB00584,B组(实验组),45+,女,PC,38.57191319981523,0,2
AB00585,B组(实验组),25-34,男,iOS,126.42114173003807,0,4
AB00586,A组(对照组),25-34,男,Android,22.85181876137169,0,5
AB00587,B组(实验组),45+,男,Android,31.166808860995083,0,2
AB00588,A组(对照组),35-44,女,Android,36.342940796059125,0,7
AB00589,B组(实验组),45+,女,PC,90.64947408571965,0,4
AB00590,A组(对照组),18-24,男,Android,3.4860342381915763,0,4
AB00591,B组(实验组),18-24,女,PC,79.0047243701735,0,4
AB00592,B组(实验组),35-44,女,Android,79.55601503352463,1,5
AB00593,A组(对照组),18-24,男,iOS,5.347884323957844,0,5
AB00594,B组(实验组),18-24,男,iOS,239.07019247712785,0,9
AB00595,B组(实验组),35-44,女,Android,66.31945014828476,0,3
AB00596,A组(对照组),35-44,男,Android,19.231201883637244,0,3
AB00597,B组(实验组),25-34,男,iOS,22.325777027949908,0,4
AB00598,A组(对照组),25-34,女,iOS,20.73363054275247,0,5
AB00599,B组(实验组),45+,男,iOS,222.3158042972808,0,4
AB00600,A组(对照组),18-24,女,iOS,11.959973432816888,0,7
AB00601,B组(实验组),18-24,男,iOS,4.933387464358176,0,3
AB00602,B组(实验组),18-24,女,iOS,131.3210870840099,0,1
AB00603,B组(实验组),35-44,男,Android,81.97204350238424,0,10
AB00604,B组(实验组),18-24,男,PC,5.214645375739385,0,6
AB00605,B组(实验组),35-44,女,Android,113.93709806457184,0,8
AB00606,A组(对照组),35-44,女,PC,23.593581447399888,0,7
AB00607,B组(实验组),45+,男,PC,55.51401431276029,0,5
AB00608,B组(实验组),25-34,男,iOS,55.44686940221773,0,7
AB00609,A组(对照组),18-24,女,Android,6.852779622140831,1,2
AB00610,B组(实验组),45+,女,Android,78.68182870478586,1,5
AB00611,B组(实验组),25-34,男,iOS,17.07487498228933,0,6
AB00612,B组(实验组),18-24,女,Android,172.67727994822303,0,6
AB00613,B组(实验组),35-44,女,Android,2.5540768945771277,0,4
AB00614,A组(对照组),18-24,男,iOS,66.35043274295677,1,8
AB00615,A组(对照组),35-44,女,iOS,80.91251855672593,0,3
AB00616,B组(实验组),35-44,女,PC,79.18006114995647,0,2
AB00617,B组(实验组),25-34,男,PC,8.622035921620892,1,5
AB00618,A组(对照组),45+,女,Android,72.89978744354896,0,7
AB00619,B组(实验组),45+,女,Android,49.936724899057275,0,5
AB00620,B组(实验组),35-44,女,PC,42.9722903971767,0,5
AB00621,A组(对照组),45+,男,PC,145.67526992121563,0,3
AB00622,A组(对照组),45+,女,PC,1.9826990628010315,0,5
AB00623,B组(实验组),18-24,男,Android,65.72989403420571,0,5
AB00624,A组(对照组),25-34,男,Android,13.781319312105833,0,5
AB00625,B组(实验组),18-24,女,iOS,39.53209630205054,0,4
AB00626,A组(对照组),35-44,男,Android,32.29038968680735,0,8
AB00627,B组(实验组),35-44,女,iOS,15.113372676839017,0,4
AB00628,A组(对照组),25-34,女,iOS,217.01612427285312,0,5
AB00629,B组(实验组),25-34,女,iOS,30.133989983823657,0,4
AB00630,A组(对照组),45+,男,PC,140.1468801560461,0,4
AB00631,B组(实验组),45+,女,PC,47.886309717960216,0,5
AB00632,B组(实验组),35-44,男,Android,144.94015789220077,0,9
AB00633,B组(实验组),35-44,女,Android,43.32747442017397,0,4
AB00634,A组(对照组),35-44,男,PC,0.4183302894754273,0,5
AB00635,B组(实验组),45+,女,PC,18.43617901366216,0,5
AB00636,A组(对照组),18-24,男,iOS,1.8250195130204958,0,2
AB00637,A组(对照组),18-24,女,PC,101.58230841196443,0,8
AB00638,B组(实验组),25-34,男,Android,116.91299270923908,0,4
AB00639,A组(对照组),18-24,女,Android,27.50138340032269,0,5
AB00640,A组(对照组),25-34,女,PC,81.838423989648,0,7
AB00641,B组(实验组),25-34,女,iOS,90.30931824876212,0,8
AB00642,B组(实验组),45+,男,PC,4.132986789110263,0,7
AB00643,A组(对照组),18-24,女,PC,67.93510292613794,0,3
AB00644,B组(实验组),18-24,男,Android,5.922584288062334,0,2
AB00645,B组(实验组),18-24,女,iOS,7.227642195342106,0,1
AB00646,A组(对照组),35-44,女,iOS,54.89759682437649,0,7
AB00647,B组(实验组),18-24,男,Android,8.286793091951647,0,5
AB00648,A组(对照组),25-34,女,PC,11.51644479602753,0,2
AB00649,A组(对照组),18-24,男,Android,110.11560607726328,0,4
AB00650,A组(对照组),18-24,女,Android,2.0787182695493707,0,6
AB00651,A组(对照组),45+,男,Android,68.70518713562987,1,2
AB00652,B组(实验组),25-34,女,PC,52.33906155108035,0,7
AB00653,A组(对照组),35-44,女,PC,164.19114823891027,0,5
AB00654,A组(对照组),18-24,女,Android,37.05179097498214,0,6
AB00655,A组(对照组),25-34,男,PC,108.49767578050054,0,7
AB00656,B组(实验组),45+,女,iOS,131.18655145551222,1,5
AB00657,B组(实验组),18-24,男,PC,42.786939728181984,0,5
AB00658,A组(对照组),25-34,女,Android,3.66120047757272,0,3
AB00659,B组(实验组),25-34,女,Android,97.63342048284768,0,4
AB00660,A组(对照组),18-24,男,iOS,25.70828414235444,0,2
AB00661,B组(实验组),35-44,女,iOS,30.626157104582802,0,6
AB00662,B组(实验组),25-34,女,PC,68.15647532576631,0,5
AB00663,A组(对照组),25-34,男,iOS,13.138562816308053,1,5
AB00664,A组(对照组),45+,男,PC,3.3868076484760126,1,8
AB00665,B组(实验组),45+,男,iOS,28.500891928866753,0,3
AB00666,A组(对照组),25-34,女,Android,82.42022218694302,0,5
AB00667,A组(对照组),25-34,男,Android,41.823047171095126,0,4
AB00668,B组(实验组),35-44,男,PC,53.8913648051288,0,7
AB00669,A组(对照组),35-44,男,Android,3.471428511519062,0,4
AB00670,B组(实验组),25-34,男,PC,131.11196091181992,0,7
AB00671,A组(对照组),18-24,女,Android,23.631988089298645,0,7
AB00672,A组(对照组),25-34,男,Android,42.250694152273624,0,2
AB00673,A组(对照组),35-44,男,Android,26.048891101450646,0,1
AB00674,A组(对照组),25-34,男,iOS,7.732442609537517,0,6
AB00675,B组(实验组),35-44,男,iOS,94.25618668138577,0,4
AB00676,A组(对照组),45+,女,Android,8.819449883920761,0,3
AB00677,B组(实验组),25-34,女,Android,33.5203050519208,1,4
AB00678,B组(实验组),45+,男,Android,19.302253314846926,0,3
AB00679,A组(对照组),35-44,女,Android,137.02064542193233,0,9
AB00680,B组(实验组),35-44,女,PC,67.55342145919363,0,5
AB00681,B组(实验组),35-44,男,iOS,17.26980029954807,0,5
AB00682,B组(实验组),35-44,男,iOS,1.7924749312335622,0,6
AB00683,A组(对照组),25-34,女,iOS,9.552425478151138,0,2
AB00684,B组(实验组),45+,男,PC,85.30619136535643,1,2
AB00685,B组(实验组),45+,男,iOS,66.64765377071848,0,5
AB00686,A组(对照组),18-24,男,PC,56.68719232344331,0,3
AB00687,B组(实验组),25-34,女,Android,321.43779833947366,1,3
AB00688,A组(对照组),18-24,女,iOS,7.699912820884554,0,4
AB00689,A组(对照组),25-34,男,Android,46.57992192702052,0,3
AB00690,A组(对照组),45+,男,iOS,54.40309221089702,0,5
AB00691,B组(实验组),45+,男,Android,70.36372922143084,0,2
AB00692,B组(实验组),35-44,男,PC,62.972558605523204,0,4
AB00693,A组(对照组),45+,女,Android,13.843121618358907,0,2
AB00694,B组(实验组),25-34,男,iOS,29.9518619188874,0,2
AB00695,A组(对照组),25-34,女,iOS,188.0934441046432,0,8
AB00696,B组(实验组),18-24,女,Android,240.43159303240972,1,1
AB00697,A组(对照组),45+,女,PC,31.52055524283587,0,5
AB00698,A组(对照组),35-44,女,iOS,36.56569887040473,0,9
AB00699,B组(实验组),45+,男,iOS,84.28063351034373,1,4
AB00700,A组(对照组),45+,男,Android,1.5702283308889118,0,1
AB00701,A组(对照组),35-44,男,Android,84.6301550749491,0,7
AB00702,B组(实验组),18-24,女,PC,1.9399179862228062,0,5
AB00703,A组(对照组),18-24,女,PC,123.79380631705476,0,6
AB00704,B组(实验组),35-44,男,iOS,163.49293305909802,0,5
AB00705,A组(对照组),35-44,女,PC,120.20583548294495,0,7
AB00706,A组(对照组),25-34,女,PC,113.7836827152413,0,5
AB00707,B组(实验组),35-44,女,Android,82.82767828102567,0,6
AB00708,B组(实验组),18-24,女,Android,22.87899247334095,0,6
AB00709,A组(对照组),18-24,女,PC,92.05547676926287,0,2
AB00710,B组(实验组),18-24,男,PC,19.942635028367715,0,8
AB00711,B组(实验组),25-34,男,Android,42.02953043983312,0,3
AB00712,B组(实验组),45+,男,Android,104.64444854701279,0,3
AB00713,B组(实验组),18-24,男,iOS,61.392884947089215,0,5
AB00714,A组(对照组),18-24,男,Android,35.284600989188704,0,7
AB00715,B组(实验组),25-34,女,iOS,39.00196163791879,0,8
AB00716,B组(实验组),25-34,男,Android,42.42087755045837,0,4
AB00717,A组(对照组),25-34,女,PC,8.830467671376367,0,6
AB00718,B组(实验组),35-44,女,Android,58.959013795710476,0,3
AB00719,A组(对照组),45+,女,PC,7.553870190096941,0,3
AB00720,A组(对照组),25-34,男,iOS,96.4637866449273,0,4
AB00721,B组(实验组),18-24,女,iOS,177.25533780253812,1,2
AB00722,B组(实验组),25-34,女,PC,4.215160414451993,0,2
AB00723,B组(实验组),25-34,女,iOS,8.99776742970855,0,2
AB00724,A组(对照组),25-34,男,Android,100.11188446886726,0,3
AB00725,B组(实验组),45+,男,PC,42.144350178406654,0,9
AB00726,A组(对照组),18-24,女,Android,6.926845846125477,0,3
AB00727,B组(实验组),18-24,男,Android,26.01992728306438,0,3
AB00728,B组(实验组),35-44,女,Android,28.75578448340553,0,1
AB00729,B组(实验组),45+,女,Android,33.35347696745529,0,2
AB00730,A组(对照组),25-34,男,PC,194.56080956754633,0,3
AB00731,B组(实验组),35-44,女,iOS,8.785489634955644,0,5
AB00732,A组(对照组),35-44,男,iOS,80.13061343337401,0,2
AB00733,B组(实验组),18-24,男,PC,58.871255628212566,0,8
AB00734,A组(对照组),18-24,男,Android,128.95064747564527,0,4
AB00735,B组(实验组),18-24,男,Android,117.04952863161056,0,7
AB00736,B组(实验组),35-44,男,PC,18.563554665983922,0,2
